transaction_id,sender_id,receiver_id,amount,timestamp,is_fraud,is_mule,sender_city,receiver_city,sender_lat,sender_lon,receiver_lat,receiver_lon
TX_LAYER_000765,ACC_LAYER_001_05,ACC_LAYER_001_06,21943.67,2026-05-03T20:01:00Z,1,0,Toronto,Tokyo,43.529255302324145,-79.1389900706572,35.82077340832584,139.2763634442897
TX_LAYER_000776,ACC_LAYER_002_06,ACC_LAYER_002_07,19938.02,2026-05-03T22:44:00Z,1,0,Frankfurt,Tokyo,50.427394515432916,8.48918527133221,35.761137573873796,139.83394289958136
TX_LAYER_000769,ACC_LAYER_001_09,ACC_LAYER_001_10,13159.52,2026-05-04T04:01:00Z,1,0,Mumbai,Toronto,18.96893512973946,73.1657904368076,44.00210077193881,-79.46734453372245
TX_CYC_000733,ACC_CYC_25,ACC_CYC_26,9893.6,2026-05-04T07:59:00Z,1,0,Dubai,Toronto,24.890874823611995,55.12756613697078,43.22454407817656,-79.42717134562147
TX_NORM_000475,ACC_NORM_035,ACC_NORM_011,450.19,2026-05-04T09:17:00Z,0,0,Mumbai,Sydney,19.139850508628786,72.63825923540571,-34.20680051105302,151.49822842453264
TX_AMB_000977,ACC_AMB_047,ACC_AMB_046,4402.1,2026-05-04T09:28:00Z,0,0,Mumbai,Singapore,19.168227034250386,72.67175112165035,1.0803179393878732,103.9242295126968
TX_CYC_000612,ACC_CYC_00,ACC_CYC_01,9846.97,2026-05-04T10:09:00Z,1,0,New York,London,40.75842908545082,-73.6547861117886,51.32427824169556,-0.2020958290632928
TX_NORM_000156,ACC_NORM_078,ACC_NORM_094,873.15,2026-05-04T15:09:00Z,0,0,New York,Hong Kong,40.89451263313009,-74.03546343232932,22.110656352794418,113.84919737709757
TX_CYC_000617,ACC_CYC_05,ACC_CYC_03,10217.27,2026-05-04T17:36:00Z,1,0,London,Mumbai,51.55749915699747,0.23859336969253966,18.843472390870637,72.88711491443011
TX_LAYER_000893,ACC_LAYER_014_03,ACC_LAYER_014_04,38221.21,2026-05-04T17:59:00Z,1,0,Hong Kong,Sydney,22.772304611486295,114.25297461974257,-33.72415570684481,151.26135003038104
TX_NORM_000155,ACC_NORM_110,ACC_NORM_032,357.13,2026-05-04T19:22:00Z,0,0,New York,Tokyo,40.67442222283315,-73.56169901599992,35.46074810135135,139.6417457673126
TX_NORM_000580,ACC_NORM_018,ACC_NORM_102,567.7,2026-05-04T20:24:00Z,0,0,Toronto,Sydney,43.86156705125606,-79.81198426259593,-33.923901612352026,151.06460723054516
TX_LAYER_000753,ACC_LAYER_000_03,ACC_LAYER_000_04,29984.37,2026-05-04T20:31:00Z,1,0,Toronto,Tokyo,43.59165495430891,-78.99377393852961,36.05230648364701,139.37749103369094
TX_CYC_000715,ACC_CYC_22,ACC_CYC_23,11493.33,2026-05-04T23:06:00Z,1,0,New York,Toronto,40.504131207985296,-74.0055226255073,43.516364840250425,-79.27862674267718
TX_NORM_000402,ACC_NORM_198,ACC_NORM_105,501.05,2026-05-04T23:20:00Z,0,0,Dubai,Frankfurt,25.46982227932434,55.66374675469823,50.197819773526014,8.760038500778057
TX_CYC_000660,ACC_CYC_12,ACC_CYC_13,10884.73,2026-05-04T23:26:00Z,1,0,Dubai,Dubai,25.595952568004456,55.17791821980559,25.742513032822494,55.6430528866737
TX_MULE_000927,ACC_MULE_SRC_001,ACC_MULE_004,2016.79,2026-05-05T02:58:00Z,1,1,Mumbai,Toronto,19.371656835995957,72.67605575381747,43.56718906087367,-79.64645003272199
TX_LAYER_000896,ACC_LAYER_014_06,ACC_LAYER_014_07,26046.68,2026-05-05T03:18:00Z,1,0,Hong Kong,Sydney,22.2284415902449,113.72346197064257,-34.18491380089662,151.21102880492546
TX_CYC_000700,ACC_CYC_19,ACC_CYC_20,9204.6,2026-05-05T08:18:00Z,1,0,London,Mumbai,51.50670321528896,0.22643977040334376,18.59910109231651,72.78853781366472
TX_CYC_000735,ACC_CYC_27,ACC_CYC_28,9144.44,2026-05-05T08:25:00Z,1,0,New York,London,40.846136039653665,-74.36863474082688,51.7351724164324,-0.08163373963570339
TX_NORM_000445,ACC_NORM_002,ACC_NORM_145,633.93,2026-05-05T11:08:00Z,0,0,London,Toronto,51.249421167670796,-0.4275034092048565,43.81522254780864,-79.51622997474773
TX_MULE_000916,ACC_MULE_SRC_001,ACC_MULE_001,1764.72,2026-05-05T14:24:00Z,1,1,Mumbai,Mumbai,19.23466296853232,72.78689184675211,19.516437337337997,73.35593344944317
TX_MULE_000920,ACC_MULE_SRC_012,ACC_MULE_003,2830.3,2026-05-05T15:45:00Z,1,1,Singapore,London,1.5673363912994263,103.88920358797346,51.70809692842468,-0.059650422298400646
TX_MULE_000937,ACC_MULE_SRC_023,ACC_MULE_004,2802.1,2026-05-05T16:11:00Z,1,1,Singapore,Toronto,1.641176763220063,104.22642093450612,43.233264737875544,-79.17831745744513
TX_NORM_000376,ACC_NORM_160,ACC_NORM_113,674.46,2026-05-05T16:44:00Z,0,0,Sydney,Frankfurt,-34.29483486441771,151.16687143306154,49.77781046503965,8.295264369614936
TX_CYC_000673,ACC_CYC_13,ACC_CYC_14,11492.01,2026-05-05T17:59:00Z,1,0,Dubai,Hong Kong,25.767687614436966,55.112632457648715,21.922309314056886,114.150932908691
TX_CYC_000630,ACC_CYC_06,ACC_CYC_07,10715.59,2026-05-05T18:23:00Z,1,0,Sydney,Dubai,-33.889565300227375,151.42496845611004,24.84077939959116,55.48674626486253
TX_NORM_000503,ACC_NORM_044,ACC_NORM_068,612.59,2026-05-05T18:28:00Z,0,0,Hong Kong,London,22.220105097329373,114.4483411774338,51.886090976449736,-0.4857125200943242
TX_NORM_000324,ACC_NORM_161,ACC_NORM_176,298.8,2026-05-05T21:06:00Z,0,0,New York,New York,40.71941264302951,-74.01841915425189,40.761233743818295,-73.77470681698317
TX_NORM_000092,ACC_NORM_105,ACC_NORM_120,359.59,2026-05-05T22:20:00Z,0,0,Frankfurt,Tokyo,50.531292184478296,8.813132772262696,35.21586491336625,140.1752790981304
TX_NORM_000315,ACC_NORM_070,ACC_NORM_011,504.2,2026-05-05T23:06:00Z,0,0,Mumbai,Sydney,19.267708865898108,72.55452426656346,-33.97178747923983,151.69296837762732
TX_LAYER_000860,ACC_LAYER_011_00,ACC_LAYER_011_01,63642.8,2026-05-06T01:03:00Z,1,0,Mumbai,Singapore,19.119645203387478,73.01219896915268,1.6170963721335958,104.09866981725261
TX_NORM_000034,ACC_NORM_196,ACC_NORM_199,664.51,2026-05-06T02:11:00Z,0,0,Frankfurt,Sydney,50.40162091704926,8.186813501423995,-34.28554879860931,151.1742363273155
TX_NORM_000113,ACC_NORM_191,ACC_NORM_080,992.65,2026-05-06T04:52:00Z,0,0,Frankfurt,New York,49.97042949301626,8.4556278622015,40.47525226426499,-74.4277653980601
TX_LAYER_000759,ACC_LAYER_000_09,ACC_LAYER_000_10,13924.87,2026-05-06T05:18:00Z,1,0,London,Sydney,51.902901515360895,0.1333932812149992,-34.21352563799984,151.59921547830456
TX_NORM_000066,ACC_NORM_078,ACC_NORM_061,485.6,2026-05-06T06:32:00Z,0,0,New York,Sydney,40.74970598602459,-74.3373942434171,-33.713967324456654,150.7977463507327
TX_AMB_000974,ACC_AMB_018,ACC_AMB_042,3883.81,2026-05-06T09:14:00Z,0,0,Singapore,Mumbai,1.490280367010841,104.08428373614576,19.4614713170964,72.85015157234865
TX_NORM_000534,ACC_NORM_033,ACC_NORM_143,369.63,2026-05-06T11:01:00Z,0,0,New York,Mumbai,40.29778193405099,-74.01642290936998,18.885370653549998,73.11938611067337
TX_NORM_000487,ACC_NORM_165,ACC_NORM_091,283.69,2026-05-06T12:16:00Z,0,0,Frankfurt,Tokyo,50.37985404792004,8.9456691671055,35.4368965193152,140.15211104695734
TX_NORM_000511,ACC_NORM_164,ACC_NORM_007,489.95,2026-05-06T12:52:00Z,0,0,Tokyo,Hong Kong,35.84710164458077,139.27974134375904,22.10347528005809,113.74748191838916
TX_NORM_000112,ACC_NORM_188,ACC_NORM_138,512.05,2026-05-06T13:09:00Z,0,0,Mumbai,Hong Kong,18.93100881944849,72.99217973872507,22.44578068462619,114.30308766411541
TX_CYC_000621,ACC_CYC_03,ACC_CYC_04,8603.44,2026-05-06T15:09:00Z,1,0,Mumbai,Frankfurt,19.222999847983406,73.0111875407026,49.74217711062686,8.980198240640972
TX_MULE_000943,ACC_MULE_004,ACC_MULE_OUT_015,12022.37,2026-05-06T16:03:00Z,1,0,Toronto,Toronto,43.197496693527846,-79.47980651960205,43.99171777889287,-79.57070027855457
TX_NORM_000472,ACC_NORM_056,ACC_NORM_166,196.96,2026-05-06T18:05:00Z,0,0,Tokyo,Sydney,36.17310820595198,140.15702784013004,-34.340228706980085,150.76207427214075
TX_NORM_000505,ACC_NORM_134,ACC_NORM_029,402.57,2026-05-06T18:50:00Z,0,0,Toronto,Frankfurt,43.830671895864185,-79.49988357994654,50.274449135303804,8.525646171002338
TX_LAYER_000814,ACC_LAYER_006_04,ACC_LAYER_006_05,37975.78,2026-05-06T21:51:00Z,1,0,Dubai,Dubai,25.17660474622508,54.833974318474944,25.63735581741339,55.574776133247134
TX_LAYER_000838,ACC_LAYER_008_08,ACC_LAYER_008_09,14491.08,2026-05-06T23:37:00Z,1,0,New York,Sydney,40.965482777729605,-74.30658574877188,-34.04359868334352,151.17816881034102
TX_NORM_000036,ACC_NORM_102,ACC_NORM_068,541.77,2026-05-07T00:35:00Z,0,0,Sydney,London,-33.40308322228617,151.0824014054274,51.48355474065537,-0.11513688960928412
TX_NORM_000083,ACC_NORM_015,ACC_NORM_059,396.35,2026-05-07T03:14:00Z,0,0,Dubai,Tokyo,25.20744254389018,54.81032611872463,36.1644815454401,139.66093239211713
TX_CYC_000718,ACC_CYC_22,ACC_CYC_23,9428.38,2026-05-07T03:35:00Z,1,0,New York,Toronto,40.22334777278458,-74.18378686615193,43.69378416139228,-79.14938545255427
TX_NORM_000132,ACC_NORM_033,ACC_NORM_090,287.54,2026-05-07T06:16:00Z,0,0,New York,Singapore,40.47153837040366,-73.67277133343343,1.1245144276123142,103.74081610714879
TX_NORM_000021,ACC_NORM_147,ACC_NORM_049,454.84,2026-05-07T07:56:00Z,0,0,Singapore,Dubai,1.3627762405250448,103.5103767099404,25.22183193237074,55.75683030247713
TX_NORM_000554,ACC_NORM_168,ACC_NORM_102,567.52,2026-05-07T08:00:00Z,0,0,Hong Kong,Sydney,22.338097766849348,114.3461481416771,-33.39925773544545,151.507523222007
TX_NORM_000184,ACC_NORM_093,ACC_NORM_111,455.31,2026-05-07T08:51:00Z,0,0,Sydney,Frankfurt,-33.788281704476,151.33598692867164,50.30852287690705,8.471308443220765
TX_NORM_000084,ACC_NORM_008,ACC_NORM_085,338.3,2026-05-07T10:47:00Z,0,0,Frankfurt,Frankfurt,50.18613539827043,8.430923122875882,49.78793663997971,8.217426240174854
TX_NORM_000342,ACC_NORM_179,ACC_NORM_116,548.99,2026-05-07T11:29:00Z,0,0,Frankfurt,Frankfurt,50.05667855150491,8.875624747170397,50.20848419883656,9.104964516061816
TX_NORM_000347,ACC_NORM_068,ACC_NORM_036,218.51,2026-05-07T11:59:00Z,0,0,London,Mumbai,51.3985341686775,-0.2834502259366791,19.20704752264106,73.12712527937943
TX_NORM_000206,ACC_NORM_121,ACC_NORM_157,603.01,2026-05-07T15:05:00Z,0,0,London,Toronto,51.77974223246243,-0.4988691995716973,43.78905113642583,-79.15622828591302
TX_NORM_000514,ACC_NORM_182,ACC_NORM_113,384.65,2026-05-07T16:32:00Z,0,0,Sydney,Frankfurt,-33.78021004345985,151.09285047630772,50.17488448672129,8.745806273290837
TX_LAYER_000845,ACC_LAYER_009_05,ACC_LAYER_009_06,26445.4,2026-05-07T17:06:00Z,1,0,New York,Sydney,40.71326578161974,-73.91732931183194,-33.84534019564549,150.77071776315347
TX_LAYER_000807,ACC_LAYER_005_07,ACC_LAYER_005_08,23779.44,2026-05-07T17:46:00Z,1,0,London,Singapore,51.352367387599514,-0.46077981273169066,1.4916282487108121,103.79296053195402
TX_LAYER_000849,ACC_LAYER_009_09,ACC_LAYER_009_10,15859.18,2026-05-07T18:00:00Z,1,0,Hong Kong,Hong Kong,21.843862653025766,114.49324382967441,22.128961328113995,113.83847924095437
TX_NORM_000411,ACC_NORM_167,ACC_NORM_039,275.07,2026-05-07T19:27:00Z,0,0,New York,Singapore,40.31734935800606,-74.20779774650586,1.1992683001641309,103.37141988479138
TX_NORM_000099,ACC_NORM_118,ACC_NORM_063,453.08,2026-05-07T20:40:00Z,0,0,Dubai,Tokyo,25.19296242852571,55.08707679180949,35.72916812213606,140.1820648293894
TX_LAYER_000782,ACC_LAYER_003_02,ACC_LAYER_003_03,50064.14,2026-05-07T23:57:00Z,1,0,Toronto,Sydney,44.11492786567997,-79.15536808855319,-33.56409223375355,151.5181957796796
TX_NORM_000225,ACC_NORM_070,ACC_NORM_113,717.79,2026-05-08T01:15:00Z,0,0,Mumbai,Frankfurt,18.692069337958976,72.97406991861551,50.052760305576534,8.806417005480066
TX_NORM_000590,ACC_NORM_102,ACC_NORM_135,514.31,2026-05-08T03:48:00Z,0,0,Sydney,Sydney,-33.428123841853804,151.04713515120795,-34.00301667805162,150.9961156543729
TX_NORM_000067,ACC_NORM_061,ACC_NORM_146,700.71,2026-05-08T04:02:00Z,0,0,Sydney,London,-34.22712482316845,151.59727404383705,51.267207043937724,-0.5452898331849179
TX_LAYER_000872,ACC_LAYER_012_02,ACC_LAYER_012_03,50036.74,2026-05-08T04:16:00Z,1,0,Hong Kong,London,22.13119034389754,114.66487240982792,51.31097291557309,-0.12220389069272394
TX_CYC_000744,ACC_CYC_27,ACC_CYC_28,10908.33,2026-05-08T04:25:00Z,1,0,New York,London,40.66813263522588,-74.16326716074244,51.007492346394926,0.22364525605263422
TX_NORM_000429,ACC_NORM_043,ACC_NORM_045,148.25,2026-05-08T04:30:00Z,0,0,Sydney,Dubai,-34.16193267379168,151.61068377614453,25.592366789160888,55.074097796934275
TX_NORM_000023,ACC_NORM_197,ACC_NORM_074,215.05,2026-05-08T06:18:00Z,0,0,Dubai,Toronto,25.259912998779388,55.155499886366634,44.001146488382666,-79.75066123719367
TX_NORM_000116,ACC_NORM_014,ACC_NORM_131,493.06,2026-05-08T07:00:00Z,0,0,Tokyo,Singapore,35.665662531209165,139.38012603389086,1.1959849172499943,103.60077193148149
TX_NORM_000335,ACC_NORM_054,ACC_NORM_068,470.59,2026-05-08T09:21:00Z,0,0,London,London,51.44556593827303,0.32028435370694264,51.476597955244024,0.23005838407990123
TX_LAYER_000895,ACC_LAYER_014_05,ACC_LAYER_014_06,29598.5,2026-05-08T09:26:00Z,1,0,Mumbai,Hong Kong,19.27276326552367,73.29590540884143,21.82761711059637,113.68360301006308
TX_NORM_000563,ACC_NORM_012,ACC_NORM_173,434.8,2026-05-08T10:13:00Z,0,0,Hong Kong,Toronto,22.1382094742177,114.07279164450112,44.07528839574405,-79.77165059570804
TX_NORM_000121,ACC_NORM_010,ACC_NORM_159,318.12,2026-05-08T11:05:00Z,0,0,London,London,51.30766408318194,-0.39938171516417453,51.954357511868125,-0.45318615234098225
TX_CYC_000743,ACC_CYC_29,ACC_CYC_27,9066.88,2026-05-08T12:28:00Z,1,0,New York,New York,41.0229859369187,-73.77883117186367,40.689867070451456,-73.91422987452918
TX_CYC_000623,ACC_CYC_05,ACC_CYC_03,11929.54,2026-05-08T16:13:00Z,1,0,London,Mumbai,51.12248526669878,-0.49659422358281746,18.585132599576333,72.52883561346498
TX_CYC_000640,ACC_CYC_07,ACC_CYC_08,8515.81,2026-05-08T17:04:00Z,1,0,Dubai,Singapore,25.62616700804691,55.530325619311526,1.2825353132692334,103.76645316767816
TX_NORM_000531,ACC_NORM_017,ACC_NORM_024,167.7,2026-05-08T18:28:00Z,0,0,Singapore,Sydney,1.5000699172777137,103.90949283479924,-34.07587738699761,151.5171406913236
TX_CYC_000710,ACC_CYC_23,ACC_CYC_21,10657.49,2026-05-08T19:01:00Z,1,0,Toronto,New York,43.83033933289088,-79.71421525810986,40.44401539351916,-74.2447474120965
TX_LAYER_000837,ACC_LAYER_008_07,ACC_LAYER_008_08,16467.13,2026-05-08T20:20:00Z,1,0,New York,New York,40.3771540928507,-74.13940854860016,40.22001798500577,-73.8052251274273
TX_LAYER_000811,ACC_LAYER_006_01,ACC_LAYER_006_02,55726.11,2026-05-08T23:46:00Z,1,0,Dubai,Sydney,25.760887470588276,55.44678938012123,-33.99515612347297,151.1942185137511
TX_NORM_000369,ACC_NORM_009,ACC_NORM_117,345.4,2026-05-09T00:22:00Z,0,0,Sydney,London,-34.124887053448006,150.7466634276926,51.41913586906613,0.1715720064117673
TX_NORM_000455,ACC_NORM_187,ACC_NORM_033,341.43,2026-05-09T04:53:00Z,0,0,Tokyo,New York,35.36395323282414,140.06824413759946,40.773354358639615,-73.64398557197235
TX_CYC_000614,ACC_CYC_02,ACC_CYC_00,8306.92,2026-05-09T05:15:00Z,1,0,Mumbai,New York,18.73613571121536,72.6334891739253,40.607552079620184,-74.16315200465864
TX_NORM_000464,ACC_NORM_142,ACC_NORM_093,477.53,2026-05-09T05:16:00Z,0,0,Sydney,Sydney,-33.808951047510135,151.24403343419385,-34.20553050466971,150.79370146570912
TX_NORM_000045,ACC_NORM_130,ACC_NORM_126,356.03,2026-05-09T06:35:00Z,0,0,Hong Kong,London,22.77776262173395,113.71798696158173,51.74451785410337,-0.48272974821072756
TX_NORM_000489,ACC_NORM_031,ACC_NORM_117,676.33,2026-05-09T08:15:00Z,0,0,Sydney,London,-34.13694445258859,151.7039802336571,51.397123269853196,0.30614185469838795
TX_NORM_000145,ACC_NORM_064,ACC_NORM_013,656.36,2026-05-09T09:37:00Z,0,0,Frankfurt,Mumbai,50.01594743628026,8.844069915837895,18.954358060274963,72.53185029851805
TX_NORM_000383,ACC_NORM_141,ACC_NORM_104,394.85,2026-05-09T11:37:00Z,0,0,Hong Kong,London,22.003751775151393,114.32296761840075,51.27038027544624,-0.13185172442822687
TX_NORM_000202,ACC_NORM_158,ACC_NORM_085,716.61,2026-05-09T12:00:00Z,0,0,Singapore,Frankfurt,1.4925788766600783,103.33954176651415,50.033139382753696,9.175685574723392
TX_LAYER_000881,ACC_LAYER_013_01,ACC_LAYER_013_02,41883.22,2026-05-09T12:05:00Z,1,0,Frankfurt,New York,50.04303445242928,8.871849748377427,40.45236181493856,-73.73563221085692
TX_NORM_000005,ACC_NORM_008,ACC_NORM_007,453.17,2026-05-09T12:40:00Z,0,0,Frankfurt,Hong Kong,49.64009227434239,8.598875565179544,22.583838294076614,113.90734743910929
TX_NORM_000527,ACC_NORM_106,ACC_NORM_187,509.62,2026-05-09T15:43:00Z,0,0,Hong Kong,Tokyo,22.433406937371917,114.0496537629276,36.09945440343929,139.63188500839172
TX_NORM_000532,ACC_NORM_023,ACC_NORM_111,486.78,2026-05-09T18:56:00Z,0,0,Singapore,Frankfurt,1.0494244357822464,103.86708238472893,50.41847494042758,8.819674666494752
TX_NORM_000015,ACC_NORM_023,ACC_NORM_098,387.54,2026-05-09T19:16:00Z,0,0,Singapore,New York,1.4443031583603685,103.79419633832774,40.89744029037852,-74.29514325253847
TX_NORM_000100,ACC_NORM_113,ACC_NORM_141,216.93,2026-05-09T21:53:00Z,0,0,Frankfurt,Hong Kong,49.99973578035571,8.335227098124436,22.10397685467345,114.40376111093933
TX_NORM_000481,ACC_NORM_106,ACC_NORM_168,308.89,2026-05-10T00:18:00Z,0,0,Hong Kong,Hong Kong,22.524035615959733,114.3645920292209,22.56222689213115,114.01447571946326
TX_NORM_000521,ACC_NORM_154,ACC_NORM_110,608.67,2026-05-10T00:39:00Z,0,0,London,New York,51.21318447936732,0.002511340162936887,41.021608649099036,-73.86373890268509
TX_NORM_000333,ACC_NORM_015,ACC_NORM_157,364.57,2026-05-10T00:46:00Z,0,0,Dubai,Toronto,25.52931249536049,55.0973654547568,43.566103876513246,-79.12771606855146
TX_NORM_000485,ACC_NORM_060,ACC_NORM_093,215.55,2026-05-10T01:02:00Z,0,0,Frankfurt,Sydney,50.41962978863126,8.843764576090722,-33.515317976608394,150.82529436441456
TX_NORM_000408,ACC_NORM_025,ACC_NORM_113,524.06,2026-05-10T01:49:00Z,0,0,Frankfurt,Frankfurt,49.673463751469164,8.844582965888897,49.793307179002646,8.34970039675247
TX_CYC_000651,ACC_CYC_09,ACC_CYC_10,11377.71,2026-05-10T04:56:00Z,1,0,Singapore,Frankfurt,0.9538520487271425,103.58977714953718,49.900495299291286,8.580844802744924
TX_NORM_000014,ACC_NORM_195,ACC_NORM_086,155.02,2026-05-10T07:16:00Z,0,0,Mumbai,Toronto,19.447979330009886,72.983334336924,43.79009270954835,-79.5818328700463
TX_NORM_000002,ACC_NORM_057,ACC_NORM_035,629.54,2026-05-10T07:54:00Z,0,0,Frankfurt,Mumbai,49.797859835632096,8.31926352297981,19.193729413902517,73.12385054539034
